Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,cluster
Naruto: Rise of a Ninja,X360,2007.0,Action,0.33,78.0,8.6,T,3
Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,0.33,60.0,5.4,T,2
Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,0.33,84.0,6.4,T,0
Clock Tower 3,PS2,2002.0,Adventure,0.33,69.0,7.6,M,3
Etrian Odyssey,DS,2007.0,Role-Playing,0.33,75.0,8.5,T,0
Call Of Duty 2: Big Red One,GC,2005.0,Shooter,0.33,76.0,7.9,T,0
Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,0.33,61.0,6.6,T,3
Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,0.33,84.0,8.9,T,0
NeoGeo Battle Coliseum,PS2,2005.0,Fighting,0.33,66.0,8.8,T,3
Resonance of Fate,X360,2010.0,Role-Playing,0.33,74.0,7.7,T,1
Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,0.33,47.0,6.6,T,3
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,0.33,74.0,7.7,E,0
MLB 08: The Show,PSP,2008.0,Sports,0.33,83.0,8.4,E,1
Spy Kids 3-D: Game Over,GBA,2003.0,Platform,0.33,62.0,7.7,E,0
Power Rangers: Ninja Storm,GBA,2003.0,Misc,0.33,55.0,7.8,E,0
Medal of Honor: Warfighter,PC,2012.0,Action,0.33,55.0,5.4,M,2
MVP Baseball 2005,GC,2005.0,Sports,0.33,88.0,8.7,E,0
SSX Blur,Wii,2007.0,Sports,0.33,74.0,8.1,E,1
Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,0.33,80.0,8.1,M,3
Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,0.33,66.0,7.1,E10+,3
Teen Titans,GC,2006.0,Action,0.33,63.0,6.9,E10+,3
MX vs. ATV Untamed,Wii,2008.0,Racing,0.33,70.0,8.3,E,1
Binary Domain,PS3,2012.0,Action,0.33,72.0,8.2,M,3
DECA Sports Freedom,X360,2010.0,Sports,0.33,26.0,3.7,E10+,2
Major League Baseball 2K6,XB,2006.0,Sports,0.33,71.0,5.7,E,1
Golden Axe: Beast Rider,X360,2008.0,Action,0.33,45.0,5.8,M,2
EA Playground,DS,2007.0,Sports,0.33,60.0,7.6,E,0
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,0.32,86.0,8.5,M,0
Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,0.32,65.0,8.2,E,3
Iron Man 2,Wii,2010.0,Action,0.32,41.0,4.6,T,2
SWAT: Global Strike Team,PS2,2003.0,Shooter,0.32,69.0,7.8,M,0
Battlestations: Pacific,X360,2009.0,Strategy,0.32,76.0,7.4,T,1
Elebits,Wii,2006.0,Action,0.32,75.0,7.4,E,3
Def Jam Rapstar,PS3,2010.0,Misc,0.32,75.0,6.3,T,3
Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,0.32,80.0,8.5,E10+,0
Just Dance 2016,XOne,2015.0,Misc,0.32,66.0,6.1,E10+,1
Golden Axe: Beast Rider,PS3,2008.0,Action,0.32,44.0,5.6,M,2
Dead Space 2,PC,2011.0,Shooter,0.32,87.0,8.3,M,0
Kinetica,PS2,2001.0,Racing,0.32,77.0,8.3,T,0
The Black Eyed Peas Experience,X360,2011.0,Misc,0.32,66.0,5.8,T,3
NBA Street V3,XB,2005.0,Sports,0.32,89.0,8.9,E,1
Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,0.32,50.0,5.2,T,2
Remember Me,PS3,2013.0,Action,0.32,72.0,7.4,M,3
Silent Hill: Downpour,X360,2012.0,Action,0.32,68.0,7.3,M,3
Dead Rising 2: Off the Record,PS3,2011.0,Action,0.32,72.0,7.1,M,3
Dragon Ball: XenoVerse,XOne,2015.0,Fighting,0.32,67.0,7.2,T,3
Eternal Sonata,X360,2007.0,Role-Playing,0.32,79.0,7.9,T,1
Harvest Moon: Back to Nature,PS,1999.0,Simulation,0.32,82.0,9.3,E,0
Dead or Alive 5,X360,2012.0,Fighting,0.32,76.0,7.9,M,3
Overlord II,X360,2009.0,Action,0.32,75.0,7.2,T,3
Dance Dance Revolution Universe,X360,2007.0,Simulation,0.32,74.0,8.8,E10+,1
Batman: Arkham Asylum,PC,2009.0,Action,0.32,91.0,8.7,T,3
"Warhammer 40,000: Squad Command",PSP,2007.0,Strategy,0.32,67.0,7.6,T,1
Darkwatch,PS2,2005.0,Shooter,0.32,74.0,8.4,M,0
Tony Hawk's American Wasteland,X360,2005.0,Sports,0.32,75.0,7.2,T,1
Beautiful Katamari,X360,2007.0,Puzzle,0.32,73.0,7.0,E,1
Prince of Persia: The Sands of Time,GC,2003.0,Action,0.32,92.0,8.4,T,3
Harry Potter and the Deathly Hallows - Part 2,PS3,2011.0,Action,0.32,43.0,5.7,T,2
Sky Odyssey,PS2,2000.0,Simulation,0.32,79.0,8.4,E,0
World of Warcraft: Legion,PC,2016.0,Role-Playing,0.32,88.0,7.5,T,3
Hatsune Miku: Project Diva F 2nd,PSV,2014.0,Misc,0.32,81.0,8.4,T,3
Bleach: Shattered Blade,Wii,2006.0,Fighting,0.32,58.0,7.5,T,3
FIFA Street 3,PS3,2008.0,Sports,0.32,63.0,6.9,E,1
FIFA 2001 Major League Soccer,PS,2000.0,Sports,0.32,85.0,7.8,E,0
Operation Flashpoint: Red River,PS3,2011.0,Shooter,0.32,67.0,6.3,M,1
DiRT 2,PSP,2009.0,Racing,0.32,55.0,5.7,E10+,2
Frogger's Adventures: The Rescue,PS2,2003.0,Platform,0.32,59.0,8.5,E,0
Silent Hill HD Collection,PS3,2012.0,Action,0.32,70.0,4.8,M,2
Karaoke Revolution Volume 3,PS2,2004.0,Misc,0.32,82.0,7.8,E,0
Army of Two: The 40th Day,PSP,2010.0,Shooter,0.32,49.0,6.0,M,2
Persona 4: Dancing All Night,PSV,2015.0,Misc,0.32,76.0,8.6,T,3
Ultimate Fighting Championship: Throwdown,PS2,2002.0,Fighting,0.32,68.0,8.0,T,3
Disney's Extreme Skate Adventure,PS2,2003.0,Sports,0.32,78.0,8.3,E,0
Prey,X360,2006.0,Shooter,0.32,79.0,7.3,M,1
Shaun White Snowboarding,PSP,2008.0,Sports,0.32,70.0,7.5,E10+,1
Folklore,PS3,2007.0,Role-Playing,0.32,75.0,8.2,T,0
Murdered: Soul Suspect,PS4,2014.0,Action,0.32,59.0,6.9,M,3
The Darkness II,PS3,2012.0,Shooter,0.32,79.0,7.6,M,1
NBA 2K3,XB,2002.0,Sports,0.32,87.0,7.9,E,1
NFL Fever 2004,XB,2003.0,Sports,0.32,74.0,8.8,E,1
FIFA Street 3,X360,2008.0,Sports,0.32,63.0,6.9,E,1
Test Drive Unlimited,X360,2006.0,Racing,0.32,82.0,8.0,E10+,1
Marvel Nemesis: Rise of the Imperfects,PSP,2005.0,Fighting,0.32,58.0,8.7,T,3
Kingdom Under Fire: The Crusaders,XB,2004.0,Strategy,0.32,81.0,7.9,M,1
Clive Barker's Jericho,X360,2007.0,Shooter,0.32,63.0,7.4,M,1
Romance of the Three Kingdoms VII,PS2,2000.0,Strategy,0.32,72.0,8.7,E,0
Fable III,PC,2011.0,Role-Playing,0.32,75.0,5.4,M,2
"Monsters, Inc.",PS2,2002.0,Adventure,0.32,52.0,7.2,E,2
DJ Hero,PS2,2009.0,Misc,0.32,87.0,6.4,T,3
Lord of Arcana,PSP,2010.0,Role-Playing,0.32,53.0,5.5,M,2
Phineas and Ferb: Across the 2nd Dimension,PS3,2011.0,Action,0.32,63.0,6.6,E10+,3
Tekken 6,PSP,2009.0,Fighting,0.32,82.0,8.2,T,3
Dynasty Warriors 4 Empires,PS2,2004.0,Action,0.32,71.0,8.8,T,3
Shenmue II,XB,2002.0,Adventure,0.32,80.0,9.3,T,3
Crash of the Titans,X360,2007.0,Action,0.32,65.0,6.3,E10+,3
Rugby World Cup 2011,PS3,2011.0,Sports,0.32,50.0,5.6,E,2
F1 Race Stars,PS3,2012.0,Racing,0.32,61.0,5.6,E,2
Overlord II,PS3,2009.0,Action,0.32,72.0,7.6,T,3
BlazBlue: Continuum Shift,X360,2010.0,Fighting,0.31,85.0,8.7,T,3
MLB 07: The Show,PS3,2007.0,Sports,0.31,77.0,7.5,E,1
Crash Nitro Kart,XB,2003.0,Racing,0.31,70.0,8.9,E,1
Etrian Odyssey III: The Drowned City,DS,2010.0,Role-Playing,0.31,77.0,8.0,E10+,0
Batman: Arkham Origins,PC,2013.0,Action,0.31,74.0,7.5,T,3
Harry Potter and the Half-Blood Prince,X360,2009.0,Action,0.31,64.0,6.8,E10+,3
Fishing Master,Wii,2007.0,Misc,0.31,58.0,8.1,E,1
Madden NFL 2004,GBA,2003.0,Sports,0.31,70.0,6.6,E,0
NBA Inside Drive 2003,XB,2002.0,Sports,0.31,72.0,7.8,E,1
FIFA Street,PS2,2005.0,Sports,0.31,59.0,7.9,E,0
Monster Lab,Wii,2008.0,Role-Playing,0.31,73.0,8.4,E10+,1
Fate/Extra,PSP,2010.0,Role-Playing,0.31,58.0,8.1,T,3
Drakengard 3,PS3,2013.0,Role-Playing,0.31,61.0,7.7,M,1
Catherine,X360,2011.0,Adventure,0.31,82.0,7.9,M,3
The Matrix: Path of Neo,XB,2005.0,Action,0.31,73.0,7.3,T,3
Bust-A-Move Universe,3DS,2011.0,Puzzle,0.31,49.0,4.8,E,2
Mortal Kombat: Shaolin Monks,XB,2005.0,Action,0.31,78.0,6.6,M,3
Batman: Arkham Origins,WiiU,2013.0,Action,0.31,68.0,7.4,T,3
Shin Megami Tensei: Devil Survivor 2,DS,2011.0,Role-Playing,0.31,79.0,8.8,T,0
Sonic Boom: Rise of Lyric,WiiU,2014.0,Action,0.31,32.0,3.6,E10+,2
The Settlers 7: Paths to a Kingdom,PC,2010.0,Strategy,0.31,79.0,5.2,E10+,1
WipEout Pulse,PSP,2007.0,Racing,0.31,82.0,8.6,E10+,1
The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,0.31,62.0,7.2,E10+,1
Fuel,X360,2009.0,Racing,0.31,66.0,7.0,E,1
Tropico 5,PS4,2015.0,Simulation,0.31,76.0,7.1,T,1
KISS Pinball,PS,2001.0,Action,0.31,26.0,3.8,T,2
Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,0.31,85.0,8.6,M,1
LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,0.31,65.0,3.6,E10+,2
Skylanders: SuperChargers,PS4,2015.0,Action,0.31,81.0,3.3,E10+,2
Dark Void,X360,2010.0,Action,0.31,59.0,6.0,T,3
Manhunt 2,PSP,2007.0,Action,0.31,69.0,8.1,M,3
Mega Man Maverick Hunter X,PSP,2005.0,Platform,0.31,79.0,8.3,E10+,0
Clash of the Titans,PS3,2010.0,Action,0.31,41.0,1.7,T,2
Mega Man Battle Network 2,GBA,2002.0,Action,0.31,81.0,9.0,E,0
Major League Baseball 2K8,PS3,2008.0,Sports,0.31,67.0,5.6,E,1
Pandora's Tower,Wii,2011.0,Role-Playing,0.31,73.0,8.0,T,1
SimAnimals,Wii,2009.0,Simulation,0.31,58.0,2.1,E,2
Tiger Woods PGA Tour 06,X360,2005.0,Sports,0.31,71.0,7.4,E,1
Jonah Lomu Rugby Challenge,X360,2011.0,Sports,0.31,73.0,6.0,E,1
Midway Arcade Treasures 2,XB,2004.0,Misc,0.31,74.0,7.4,M,3
NASCAR Thunder 2003,GC,2002.0,Racing,0.31,85.0,6.6,E,0
Mega Man Zero Collection,DS,2010.0,Platform,0.31,78.0,8.9,E,0
Pro Evolution Soccer 2013,X360,2012.0,Sports,0.31,82.0,6.9,E,1
Star Wars Racer Revenge,PS2,2002.0,Racing,0.31,73.0,8.5,E,0
NCAA Final Four 2002,PS2,2001.0,Sports,0.31,52.0,6.5,E,0
Blade II,PS2,2002.0,Action,0.31,49.0,6.1,M,2
TRON: Evolution,X360,2010.0,Action,0.31,58.0,6.0,T,3
Bruce Lee: Quest of the Dragon,XB,2002.0,Fighting,0.31,32.0,2.4,T,2
Disney's The Emperor's New Groove,PS,2000.0,Platform,0.31,66.0,7.2,E,0
Dragon Ball Z: Battle of Z,PS3,2014.0,Fighting,0.31,54.0,5.3,T,2
Disney's Stitch: Experiment 626,PS2,2002.0,Action,0.31,59.0,7.8,E,0
Orphen: Scion of Sorcery,PS2,2000.0,Role-Playing,0.31,54.0,5.8,T,2
NBA Live 08,PSP,2007.0,Sports,0.31,73.0,6.2,E,1
Star Wars Episode III: Revenge of the Sith,DS,2005.0,Action,0.3,73.0,7.8,E10+,0
Ultimate Spider-Man,GBA,2005.0,Action,0.3,62.0,7.3,E10+,0
Midtown Madness 3,XB,2003.0,Racing,0.3,76.0,8.3,E,1
Shrek Swamp Kart Speedway,GBA,2002.0,Racing,0.3,27.0,8.9,E,0
Contra 4,DS,2007.0,Shooter,0.3,83.0,8.4,T,0
Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,0.3,72.0,7.5,E,0
Monsters vs. Aliens,PS3,2009.0,Action,0.3,66.0,4.5,E10+,2
NASCAR 2011: The Game,X360,2011.0,Racing,0.3,62.0,4.1,E,2
BlazBlue: Chrono Phantasma,PS3,2013.0,Fighting,0.3,83.0,8.3,T,3
Kingdoms of Amalur: Reckoning,PC,2012.0,Role-Playing,0.3,81.0,6.6,M,1
Mario Party: Star Rush,3DS,2016.0,Misc,0.3,68.0,6.8,E,0
Burnout,GC,2002.0,Racing,0.3,78.0,7.9,E,0
Chaos Legion,PS2,2003.0,Action,0.3,65.0,8.2,T,3
Charlie and the Chocolate Factory,GBA,2005.0,Adventure,0.3,36.0,3.8,E,2
Neopets: The Darkest Faerie,PS2,2005.0,Adventure,0.3,61.0,8.5,E10+,0
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,0.3,81.0,8.5,T,3
Batman: Arkham VR,PS4,2016.0,Action,0.3,75.0,7.3,M,3
24: The Game,PS2,2006.0,Adventure,0.3,62.0,8.2,M,3
The King of Fighters XIII,PS3,2011.0,Fighting,0.3,77.0,8.2,T,3
Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,0.3,53.0,5.5,T,2
Magna Carta 2,X360,2009.0,Role-Playing,0.3,69.0,7.0,T,1
Romance of the Three Kingdoms VIII,PS2,2002.0,Strategy,0.3,77.0,8.9,E,0
F1 2013,X360,2013.0,Racing,0.3,79.0,6.6,E,1
Crazy Taxi: Catch a Ride,GBA,2003.0,Racing,0.3,48.0,5.9,E,2
Final Fantasy XI: Wings of the Goddess,X360,2007.0,Role-Playing,0.3,63.0,5.8,T,2
PowerUp Heroes,X360,2011.0,Fighting,0.3,61.0,7.5,E10+,3
Rayman 2: Revolution,PS2,2000.0,Platform,0.3,90.0,8.2,E,0
Madden NFL 13,PSV,2012.0,Sports,0.3,63.0,7.3,E,1
Army Men: Air Attack 2,PS,2000.0,Action,0.3,74.0,5.3,T,3
Stranglehold,PS3,2007.0,Shooter,0.3,77.0,7.9,M,0
Pride FC: Fighting Championships,PS2,2003.0,Fighting,0.3,73.0,8.6,M,0
Eternal Ring,PS2,2000.0,Role-Playing,0.3,62.0,5.3,T,2
Resident Evil Archives: Resident Evil,Wii,2008.0,Action,0.3,76.0,8.9,M,3
Dynasty Warriors 6,X360,2007.0,Action,0.3,60.0,7.4,T,3
Silent Hill: Shattered Memories,PSP,2010.0,Action,0.3,73.0,7.5,M,3
Dance Dance Revolution Universe 3,X360,2008.0,Simulation,0.3,65.0,7.7,E,1
Showdown: Legends of Wrestling,PS2,2004.0,Fighting,0.3,55.0,6.1,T,2
Sword Art Online: Hollow Fragment,PSV,2014.0,Role-Playing,0.3,67.0,7.6,T,1
Full Spectrum Warrior,PS2,2005.0,Strategy,0.3,74.0,8.0,M,0
The Sims 2: Pets,PS2,2006.0,Simulation,0.3,68.0,8.0,T,0
Fist of the North Star: Ken's Rage 2,PS3,2012.0,Fighting,0.3,49.0,7.0,M,2
MLB SlugFest Loaded,PS2,2004.0,Sports,0.3,77.0,9.5,T,0
Teenage Mutant Ninja Turtles,XB,2003.0,Action,0.3,56.0,8.4,E,3
Capcom Classics Collection Remixed,PSP,2006.0,Misc,0.3,72.0,7.0,T,3
1701 A.D.,PC,2006.0,Simulation,0.3,79.0,8.3,E10+,0
Lego Star Wars: The Force Awakens,XOne,2016.0,Action,0.3,76.0,7.0,E10+,3
Little Deviants,PSV,2011.0,Platform,0.3,57.0,5.5,E10+,2
Spider-Man 3,PSP,2007.0,Platform,0.3,52.0,7.4,T,3
Radiant Historia,DS,2010.0,Role-Playing,0.29,85.0,9.0,E10+,0
Sorcery,PS3,2012.0,Action,0.29,70.0,7.3,E10+,3
Harry Potter and the Order of the Phoenix,X360,2007.0,Action,0.29,68.0,6.8,E10+,3
Grandia II,PS2,2002.0,Role-Playing,0.29,71.0,8.6,T,0
Shaun White Snowboarding: World Stage,Wii,2009.0,Sports,0.29,72.0,8.7,E,1
Spider-Man: Friend or Foe,X360,2007.0,Action,0.29,60.0,6.3,E10+,2
Guitar Hero: Van Halen,X360,2009.0,Misc,0.29,57.0,5.8,T,2
Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,0.29,74.0,8.0,E10+,3
The Sims 2,PC,2004.0,Simulation,0.29,90.0,8.8,T,0
Need for Speed Underground,GBA,2003.0,Racing,0.29,77.0,8.2,E,0
Def Jam Rapstar,X360,2010.0,Misc,0.29,74.0,5.4,T,3
Outlaw Golf,XB,2002.0,Sports,0.29,72.0,6.9,T,1
MySims SkyHeroes,Wii,2010.0,Action,0.29,67.0,5.2,E10+,2
Mini Ninjas,X360,2009.0,Action,0.29,73.0,8.4,E10+,3
NBA Street V3,GC,2005.0,Sports,0.29,88.0,8.4,E,0
WinBack: Covert Operations,PS2,2000.0,Shooter,0.29,66.0,7.7,T,0
Syphon Filter: Dark Mirror,PSP,2006.0,Shooter,0.29,87.0,9.0,M,1
Glory of Heracles,DS,2008.0,Role-Playing,0.29,69.0,7.3,E10+,0
Up,X360,2009.0,Action,0.29,61.0,6.8,E10+,3
Modnation Racers: Road Trip,PSV,2012.0,Racing,0.29,62.0,6.4,E,1
NBA Live 06,X360,2005.0,Sports,0.29,64.0,5.6,E,1
ExerBeat,Wii,2010.0,Sports,0.29,60.0,7.6,E,1
Need for Speed: Most Wanted,PC,2005.0,Racing,0.29,82.0,8.5,T,0
Front Mission Evolved,PS3,2010.0,Shooter,0.29,58.0,6.0,T,2
Ultimate Marvel vs. Capcom 3,PSV,2011.0,Fighting,0.29,80.0,7.7,T,3
Little King's Story,Wii,2009.0,Strategy,0.29,87.0,8.8,T,1
Dynasty Warriors: Strikeforce,PS3,2009.0,Action,0.29,64.0,7.3,T,3
NieR,X360,2010.0,Role-Playing,0.29,67.0,8.3,M,1
Zoo Tycoon 2 DS,DS,2008.0,Strategy,0.29,60.0,5.4,E,2
Area 51,XB,2005.0,Shooter,0.29,72.0,8.1,M,1
Deadpool,PS4,2015.0,Action,0.29,60.0,5.7,M,2
UEFA Euro 2016,PS4,2016.0,Sports,0.29,72.0,6.6,E,1
Wanted: Weapons of Fate,PS3,2009.0,Shooter,0.29,61.0,7.1,M,1
Mega Man X8,PS2,2004.0,Platform,0.29,68.0,8.5,E,0
The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,0.29,82.0,8.2,M,1
Ford Mustang: The Legend Lives,PS2,2005.0,Racing,0.29,58.0,7.3,E,0
FlatOut: Head On,PSP,2008.0,Racing,0.29,74.0,8.2,T,3
Duel Masters: Sempai Legends,GBA,2003.0,Misc,0.29,69.0,8.0,E,0
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,0.29,69.0,8.8,E,1
Heroes of the Pacific,PS2,2005.0,Simulation,0.29,76.0,8.4,T,0
Prince of Persia: Rival Swords,Wii,2007.0,Action,0.29,70.0,7.7,T,3
The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,0.29,74.0,7.8,T,0
Trace Memory,DS,2005.0,Adventure,0.29,70.0,8.1,T,3
X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,0.29,84.0,8.2,T,0
Borderlands: The Pre-Sequel,PC,2014.0,Shooter,0.29,75.0,6.2,M,1
Madden NFL 08,XB,2007.0,Sports,0.29,76.0,6.0,E,1
Trauma Center: New Blood,Wii,2007.0,Simulation,0.29,77.0,8.0,T,1
Starhawk,PS3,2012.0,Action,0.29,77.0,7.8,T,3
Pirates of the Caribbean,XB,2003.0,Role-Playing,0.29,65.0,7.4,T,1
FIFA Soccer 13,3DS,2012.0,Action,0.29,68.0,3.7,E,2
Ace Combat: Joint Assault,PSP,2010.0,Simulation,0.29,71.0,7.2,T,1
The BIGS 2,Wii,2009.0,Sports,0.29,68.0,8.5,E10+,1
Turning Point: Fall of Liberty,X360,2008.0,Shooter,0.29,43.0,6.8,T,2
Sonic Boom: Shattered Crystal,3DS,2014.0,Action,0.29,47.0,6.3,E,2
Shrek Super Party,PS2,2002.0,Misc,0.29,30.0,5.1,E,2
MLB Power Pros,Wii,2007.0,Sports,0.29,83.0,8.4,E,1
"Sakura Wars: So Long, My Love",PS2,2005.0,Role-Playing,0.29,81.0,7.3,T,0
Dynasty Tactics,PS2,2002.0,Strategy,0.29,79.0,8.1,T,0
Call of Juarez: The Cartel,PS3,2011.0,Shooter,0.29,45.0,5.5,M,2
Angry Birds Star Wars,PS3,2013.0,Strategy,0.29,49.0,3.6,E,2
Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,0.29,76.0,5.4,M,3
SimCity 4,PC,2003.0,Simulation,0.29,84.0,8.7,E,0
Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,0.29,71.0,6.2,E10+,1
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,0.29,80.0,8.1,T,3
Sengoku Basara: Samurai Heroes,Wii,2010.0,Action,0.29,65.0,8.8,T,3
Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,0.29,76.0,8.6,E,0
Warriors Orochi 2,PSP,2008.0,Action,0.29,56.0,7.5,T,3
Feel the Magic XY/XX,DS,2004.0,Puzzle,0.29,75.0,8.1,T,0
Psi-Ops: The Mindgate Conspiracy,PS2,2004.0,Shooter,0.29,84.0,8.9,M,0
Dead Rising: Chop Till You Drop,Wii,2009.0,Action,0.29,61.0,6.5,M,3
Spyro: A Hero's Tail,GC,2004.0,Platform,0.29,62.0,8.3,E,0
NASCAR 08,X360,2007.0,Racing,0.29,59.0,5.2,E,2
World of Tanks,PC,2011.0,Shooter,0.29,80.0,3.7,T,2
Links 2004,XB,2003.0,Sports,0.29,80.0,9.0,E,1
Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,0.29,72.0,7.9,T,3
Assassin's Creed IV: Black Flag,WiiU,2013.0,Action,0.29,86.0,7.7,M,3
Earthworm Jim,GBA,2001.0,Platform,0.29,72.0,5.7,E,0
Tales of Phantasia,GBA,2003.0,Role-Playing,0.29,76.0,8.1,E10+,0
Monster 4x4: Masters of Metal,PS2,2003.0,Racing,0.28,48.0,8.3,E,0
Dragon Ball GT: Transformation,GBA,2005.0,Action,0.28,69.0,8.2,E10+,0
FIFA 15,PC,2014.0,Sports,0.28,82.0,4.2,E,1
The Warriors,XB,2005.0,Action,0.28,85.0,8.2,M,3
Shadow Hearts,PS2,2001.0,Role-Playing,0.28,73.0,8.8,M,0
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006.0,Fighting,0.28,72.0,8.5,T,3
Street Hoops,XB,2002.0,Sports,0.28,58.0,8.0,T,1
R: Racing Evolution,PS2,2003.0,Racing,0.28,66.0,6.2,T,0
The Golden Compass,PS3,2007.0,Action,0.28,40.0,4.8,E10+,2
ATV Quad Power Racing 2,GC,2003.0,Racing,0.28,70.0,9.0,E,0
Hatsune Miku: Project Diva f,PS3,2013.0,Misc,0.28,73.0,8.4,T,3
Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,0.28,58.0,7.5,T,3
Final Fantasy VI Advance,GBA,2006.0,Role-Playing,0.28,92.0,8.4,E10+,0
LEGO The Lord of the Rings,PSV,2012.0,Action,0.28,54.0,5.6,E10+,2
Viewtiful Joe,PS2,2004.0,Action,0.28,90.0,8.5,T,3
DeathSmiles,X360,2009.0,Shooter,0.28,76.0,8.4,T,1
Fable: The Journey,X360,2012.0,Role-Playing,0.28,61.0,4.8,T,2
Bladestorm: The Hundred Years' War,PS3,2007.0,Action,0.28,58.0,7.9,T,3
SAW,X360,2009.0,Action,0.28,59.0,7.4,M,3
Chromehounds,X360,2006.0,Simulation,0.28,71.0,7.0,T,1
Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,0.28,56.0,7.6,E,0
Kung Fu Chaos,XB,2003.0,Fighting,0.28,68.0,8.5,T,3
Shrek the Third,Wii,2007.0,Action,0.28,57.0,6.7,E10+,3
Jackass the Game,PS2,2007.0,Action,0.28,58.0,6.6,M,3
Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,0.28,52.0,8.0,T,3
Operation Flashpoint: Red River,X360,2011.0,Shooter,0.28,69.0,6.1,M,1
Transformers: Dark of the Moon,X360,2011.0,Action,0.28,59.0,6.7,T,3
Surf's Up,DS,2007.0,Sports,0.28,56.0,7.0,E,0
Assassin's Creed II: Discovery,DS,2009.0,Action,0.28,69.0,7.3,T,3
Syphon Filter: Dark Mirror,PS2,2007.0,Shooter,0.28,70.0,7.8,T,0
Mission: Impossible - Operation Surma,PS2,2003.0,Platform,0.28,64.0,7.8,T,3
MLB 07: The Show,PSP,2007.0,Sports,0.28,82.0,7.2,E,1
Driver: Parallel Lines,PS2,2006.0,Racing,0.28,69.0,6.9,M,0
Mega Man ZX,DS,2006.0,Platform,0.28,76.0,8.3,E,0
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,0.28,46.0,4.7,M,2
Guitar Hero: Van Halen,Wii,2009.0,Misc,0.28,50.0,5.2,T,2
Dead or Alive,PS,1998.0,Fighting,0.28,84.0,8.6,T,0
Dead to Rights: Retribution,PS3,2010.0,Shooter,0.28,60.0,5.9,M,2
Wild ARMs 5,PS2,2006.0,Role-Playing,0.28,71.0,7.5,T,0
NFL Blitz 20-02,PS2,2002.0,Sports,0.28,76.0,8.9,E,0
El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,0.28,78.0,7.5,T,3
Tony Hawk: Shred,PS3,2010.0,Sports,0.28,56.0,6.7,E,1
NCAA March Madness 2005,XB,2004.0,Sports,0.28,80.0,7.8,E,1
Kenka Bancho: Badass Rumble,PSP,2008.0,Action,0.28,70.0,7.5,T,3
Silent Hill 2: Restless Dreams,XB,2001.0,Action,0.28,84.0,8.3,M,3
NES Remix,WiiU,2014.0,Action,0.28,71.0,7.1,E,3
Bass Strike,PS2,2001.0,Sports,0.28,57.0,5.8,E,2
NHL Hitz 20-03,PS2,2002.0,Sports,0.28,82.0,8.4,E,0
Bionic Commando,X360,2009.0,Platform,0.28,70.0,7.3,M,3
Monopoly Streets,X360,2010.0,Misc,0.28,66.0,6.6,E,1
Trivial Pursuit,PS3,2009.0,Misc,0.28,66.0,7.1,E,1
Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,0.28,61.0,6.5,E10+,3
Mister Mosquito,PS2,2001.0,Shooter,0.28,65.0,4.9,T,2
Rugby World Cup 2011,X360,2011.0,Sports,0.28,55.0,3.9,E,2
Virtua Fighter 5 Online,X360,2007.0,Fighting,0.28,89.0,7.6,T,3
Indiana Jones and the Staff of Kings,PS2,2009.0,Action,0.28,55.0,7.5,T,3
Angry Birds Star Wars,X360,2013.0,Strategy,0.28,59.0,5.6,E,1
